CodItem,DescItem,Ano
7169,Índice geral,2020
7170,1.Alimentação e bebidas,2020
7171,11.Alimentação no domicílio,2020
7172,"1101.Cereais, leguminosas e oleaginosas",2020
7173,1101002.Arroz,2020
7175,1101051.Feijão - mulatinho,2020
7176,1101052.Feijão - preto,2020
47617,1101053.Feijão - macáçar (fradinho),2020
12222,1101073.Feijão - carioca (rajado),2020
47618,1101079.Milho (em grão),2020
7184,"1102.Farinhas, féculas e massas",2020
7185,1102001.Farinha de arroz,2020
7187,1102006.Macarrão,2020
7188,1102008.Fubá de milho,2020
7190,1102010.Flocos de milho,2020
7191,1102012.Farinha de trigo,2020
7195,1102023.Farinha de mandioca,2020
107608,1102029.Massa semipreparada,2020
47619,1102061.Macarrão instantâneo,2020
7200,"1103.Tubérculos, raízes e legumes",2020
7201,1103002.Batata-doce,2020
7202,1103003.Batata-inglesa,2020
7203,1103004.Inhame,2020
7204,1103005.Mandioca (aipim),2020
7206,1103020.Abobrinha,2020
7209,1103025.Pepino,2020
7210,1103026.Pimentão,2020
7212,1103028.Tomate,2020
7215,1103043.Cebola,2020
7216,1103044.Cenoura,2020
7219,1104.Açúcares e derivados,2020
7220,1104003.Açúcar refinado,2020
7221,1104004.Açúcar cristal,2020
12224,1104018.Balas,2020
107609,1104023.Chocolate em barra e bombom,2020
7230,1104032.Sorvete,2020
107611,1104052.Chocolate e achocolatado em pó,2020
7233,1104060.Doce de frutas em pasta,2020
47620,1104067.Açúcar demerara,2020
7241,1105.Hortaliças e verduras,2020
7242,1105001.Alface,2020
7244,1105004.Coentro,2020
7245,1105005.Couve,2020
7246,1105006.Couve-flor,2020
7248,1105010.Repolho,2020
7249,1105012.Cheiro-verde,2020
7253,1105019.Brócolis,2020
7254,1106.Frutas,2020
7255,1106001.Banana-da-terra,2020
7256,1106003.Abacaxi,2020
7257,1106004.Abacate,2020
7258,1106005.Banana - d'água,2020
7259,1106006.Banana - maçã,2020
7260,1106008.Banana - prata,2020
7262,1106011.Laranja - baía,2020
7263,1106012.Laranja - lima,2020
7265,1106015.Limão,2020
7266,1106017.Maçã,2020
7267,1106018.Mamão,2020
7268,1106019.Manga,2020
7269,1106020.Maracujá,2020
7270,1106021.Melancia,2020
7271,1106022.Melão,2020
7272,1106023.Pera,2020
7275,1106027.Tangerina,2020
7276,1106028.Uva,2020
7279,1106039.Laranja - pera,2020
7280,1106051.Morango,2020
7281,1106084.Goiaba,2020
7283,1107.Carnes,2020
7285,1107009.Fígado,2020
7287,1107018.Carne de porco,2020
7288,1107031.Carne de carneiro,2020
7290,1107081.Cupim,2020
7291,1107084.Contrafilé,2020
7292,1107085.Filé-mignon,2020
7293,1107087.Chã de dentro,2020
7294,1107088.Alcatra,2020
7295,1107089.Patinho,2020
7296,1107090.Lagarto redondo,2020
12294,1107091.Lagarto comum,2020
7298,1107093.Músculo,2020
7299,1107094.Pá,2020
7300,1107095.Acém,2020
7301,1107096.Peito,2020
101448,1107097.Capa de filé,2020
7302,1107099.Costela,2020
47621,1107208.Picanha,2020
7303,1108.Pescados,2020
7305,1108002.Peixe - anchova,2020
7306,1108004.Peixe - corvina,2020
7309,1108011.Peixe - tainha,2020
7310,1108012.Peixe - sardinha,2020
7311,1108013.Camarão,2020
7313,1108019.Peixe - cavala,2020
107615,1108029.Peixe - cação,2020
107616,1108031.Peixe - merluza,2020
7317,1108032.Peixe - serra,2020
7320,1108038.Peixe - pescada,2020
7323,1108045.Caranguejo,2020
12300,1108049.Peixe - castanha,2020
12301,1108052.Peixe - palombeta,2020
101466,1108072.Peixe - curimatã,2020
12431,1108075.Peixe - salmão,2020
12302,1108080.Peixe - tilápia,2020
41129,1108087.Peixe - tambaqui,2020
7333,1108088.Peixe - dourada,2020
47623,1108092.Peixe - filhote,2020
8874,1108096.Peixe - peroá,2020
31694,1108112.Peixe - pintado,2020
47624,1108125.Peixe - aruanã,2020
7335,1109.Carnes e peixes industrializados,2020
7336,1109002.Presunto,2020
12304,1109007.Salsicha,2020
7339,1109008.Linguiça,2020
7341,1109010.Mortadela,2020
12305,1109012.Salame,2020
7343,1109023.Bacalhau,2020
12379,1109056.Carne-seca e de sol,2020
7347,1109058.Carne de porco salgada e defumada,2020
7349,1110.Aves e ovos,2020
107617,1110009.Frango inteiro,2020
107618,1110010.Frango em pedaços,2020
7355,1110044.Ovo de galinha,2020
7356,1111.Leites e derivados,2020
12393,1111004.Leite longa vida,2020
7358,1111008.Leite condensado,2020
7359,1111009.Leite em pó,2020
107619,1111011.Queijo,2020
12394,1111019.Iogurte e bebidas lácteas,2020
47627,1111021.Requeijão,2020
7367,1111031.Manteiga,2020
7368,1111038.Leite fermentado,2020
7372,1112.Panificados,2020
7373,1112003.Biscoito,2020
7375,1112015.Pão francês,2020
7376,1112017.Pão doce,2020
7377,1112018.Pão de forma,2020
7378,1112019.Bolo,2020
7380,1112025.Pão de queijo,2020
7384,1113.Óleos e gorduras,2020
7385,1113013.Óleo de soja,2020
7386,1113014.Azeite de oliva,2020
12395,1113040.Margarina,2020
7389,1114.Bebidas e infusões,2020
7390,1114001.Suco de frutas,2020
47628,1114003.Polpa de fruta (congelada),2020
12396,1114004.Açaí (emulsão),2020
7392,1114022.Café moído,2020
7393,1114023.Café solúvel,2020
107621,1114083.Refrigerante e água mineral,2020
7396,1114084.Cerveja,2020
7397,1114085.Outras bebidas alcoólicas,2020
7399,1114087.Vinho,2020
47630,1114090.Suco em pó,2020
47631,1114091.Chá mate (erva mate),2020
7401,1115.Enlatados e conservas,2020
107702,1115013.Alimento infantil,2020
7406,1115016.Palmito em conserva,2020
7407,1115017.Pepino em conserva,2020
107624,1115039.Sardinha em conserva,2020
107625,1115050.Salsicha em conserva,2020
7411,1115056.Sopa desidratada,2020
7412,1115057.Azeitona,2020
107628,1115058.Milho-verde em conserva,2020
107630,1115075.Atum em conserva,2020
7415,1116.Sal e condimentos,2020
7416,1116001.Leite de coco,2020
109463,1116005.Atomatado,2020
7418,1116010.Alho,2020
12397,1116013.Sal,2020
7420,1116022.Colorau,2020
7421,1116023.Caldo de tucupi,2020
7422,1116026.Fermento,2020
7423,1116033.Maionese,2020
7424,1116041.Vinagre,2020
7425,1116048.Caldo concentrado,2020
7428,1116071.Tempero misto,2020
7432,12.Alimentação fora do domicílio,2020
7433,1201.Alimentação fora do domicílio,2020
7434,1201001.Refeição,2020
7435,1201003.Lanche,2020
107633,1201007.Refrigerante e água mineral,2020
7438,1201009.Cafezinho,2020
7440,1201048.Cerveja,2020
7443,1201051.Outras bebidas alcoólicas,2020
47632,1201052.Vinho,2020
7444,1201061.Doces,2020
47633,1201088.Sorvete,2020
7445,2.Habitação,2020
7446,21.Encargos e manutenção,2020
7447,2101.Aluguel e taxas,2020
7448,2101001.Aluguel residencial,2020
7449,2101002.Condomínio,2020
7451,2101004.Taxa de água e esgoto,2020
7453,2101012.Mudança,2020
7454,2103.Reparos,2020
7455,2103005.Ferragens,2020
7456,2103008.Material de eletricidade,2020
12433,2103012.Vidro,2020
7459,2103014.Tinta,2020
12398,2103032.Revestimento de piso e parede,2020
47634,2103038.Madeira e taco,2020
107638,2103039.Cimento,2020
107639,2103040.Tijolo,2020
107640,2103041.Material hidráulico,2020
107641,2103042.Mão de obra,2020
107642,2103048.Areia,2020
107643,2103049.Pedras,2020
12399,2103055.Telha,2020
7461,2104.Artigos de limpeza,2020
7463,2104003.Saco para lixo,2020
7464,2104005.Água sanitária,2020
7465,2104008.Detergente,2020
7466,2104009.Sabão em pó,2020
7467,2104012.Desinfetante,2020
7470,2104015.Sabão em barra,2020
7471,2104016.Esponja de limpeza,2020
47635,2104019.Sabão líquido,2020
47636,2104020.Limpador multiuso,2020
7477,2104041.Papel toalha,2020
47637,2104085.Amaciante e alvejante,2020
7479,22.Combustíveis e energia,2020
7480,2201.Combustíveis (domésticos),2020
7481,2201003.Carvão vegetal,2020
7482,2201004.Gás de botijão,2020
7483,2201005.Gás encanado,2020
7484,2202.Energia elétrica residencial,2020
7485,2202003.Energia elétrica residencial,2020
7486,3.Artigos de residência,2020
7487,31.Móveis e utensílios,2020
7488,3101.Mobiliário,2020
7489,3101002.Móvel para sala,2020
7490,3101003.Móvel para quarto,2020
7492,3101015.Móvel para copa e cozinha,2020
12401,3101016.Móvel infantil,2020
7493,3101017.Colchão,2020
7495,3102.Utensílios e enfeites,2020
47638,3102001.Artigos de iluminação,2020
7497,3102005.Tapete,2020
7498,3102006.Cortina,2020
12402,3102007.Utensílios de metal,2020
12403,3102009.Utensílios de vidro e louça,2020
107645,3102010.Utensílios de plástico,2020
7508,3102035.Flores naturais,2020
47639,3102337.Utensílios para bebê,2020
7517,"3103.Cama, mesa e banho",2020
7518,3103001.Roupa de cama,2020
7520,3103003.Roupa de banho,2020
7521,32.Aparelhos eletroeletrônicos,2020
7522,3201.Eletrodomésticos e equipamentos,2020
7523,3201001.Refrigerador,2020
12434,3201002.Ar-condicionado,2020
7526,3201006.Máquina de lavar roupa,2020
7530,3201013.Ventilador,2020
7531,3201021.Fogão,2020
7539,3201050.Chuveiro elétrico,2020
7541,"3202.Tv, som e informática",2020
7542,3202001.Televisor,2020
7543,3202003.Aparelho de som,2020
47640,3202008.Videogame (console),2020
47641,3202028.Computador pessoal,2020
7548,33.Consertos e manutenção,2020
7549,3301.Consertos e manutenção,2020
12405,3301002.Conserto de refrigerador,2020
107648,3301006.Conserto de televisor,2020
12406,3301015.Conserto de máquina de lavar roupa,2020
7555,3301022.Reforma de estofado,2020
47642,3301088.Conserto de aparelho celular,2020
47643,3301130.Conserto de bicicleta,2020
7558,4.Vestuário,2020
7559,41.Roupas,2020
7560,4101.Roupa masculina,2020
7561,4101002.Calça comprida masculina,2020
7563,4101005.Agasalho masculino,2020
47644,4101006.Bermuda/short masculino,2020
7565,4101008.Cueca,2020
107649,4101009.Camisa/camiseta masculina,2020
7572,4102.Roupa feminina,2020
7573,4102002.Calça comprida feminina,2020
7574,4102003.Agasalho feminino,2020
7575,4102004.Saia,2020
7576,4102005.Vestido,2020
7577,4102008.Blusa,2020
7579,4102010.Lingerie,2020
47645,4102013.Bermuda/short feminino,2020
7587,4103.Roupa infantil,2020
12408,4103001.Uniforme escolar,2020
7589,4103002.Calça comprida infantil,2020
7590,4103005.Agasalho infantil,2020
7591,4103007.Vestido infantil,2020
47646,4103008.Bermuda/short infantil,2020
107650,4103011.Camisa/camiseta infantil,2020
12409,4103031.Conjunto infantil,2020
7604,42.Calçados e acessórios,2020
7605,4201.Calçados e acessórios,2020
7606,4201002.Sapato masculino,2020
7607,4201003.Sapato feminino,2020
7608,4201004.Sapato infantil,2020
107652,4201015.Bolsa,2020
47647,4201040.Mochila,2020
7614,4201063.Tênis,2020
47648,4201098.Sandália/chinelo,2020
7615,43.Joias e bijuterias,2020
7616,4301.Joias e bijuterias,2020
7617,4301001.Bijuteria,2020
7618,4301002.Joia,2020
7619,4301004.Relógio de pulso,2020
7620,44.Tecidos e armarinho,2020
7621,4401.Tecidos e armarinho,2020
7622,4401001.Tecido,2020
7623,4401002.Artigos de armarinho,2020
7625,5.Transportes,2020
7626,51.Transportes,2020
7627,5101.Transporte público,2020
7628,5101001.Ônibus urbano,2020
7629,5101002.Táxi,2020
7630,5101004.Trem,2020
7631,5101006.Ônibus intermunicipal,2020
7632,5101007.Ônibus interestadual,2020
7634,5101010.Passagem aérea,2020
7635,5101011.Metrô,2020
7639,5101026.Transporte escolar,2020
47649,5101051.Transporte por aplicativo,2020
47650,5101053.Integração transporte público,2020
7640,5102.Veículo próprio,2020
7641,5102001.Automóvel novo,2020
7642,5102004.Emplacamento e licença,2020
7643,5102005.Seguro voluntário de veículo,2020
107653,5102006.Multa,2020
7644,5102007.Óleo lubrificante,2020
7645,5102009.Acessórios e peças,2020
12411,5102010.Pneu,2020
7647,5102011.Conserto de automóvel,2020
7648,5102013.Estacionamento,2020
7649,5102015.Pedágio,2020
107654,5102020.Automóvel usado,2020
7653,5102037.Pintura de veículo,2020
107656,5102051.Aluguel de veículo,2020
7654,5102053.Motocicleta,2020
7656,5104.Combustíveis (veículos),2020
7657,5104001.Gasolina,2020
7658,5104002.Etanol,2020
7659,5104003.Óleo diesel,2020
107657,5104005.Gás veicular,2020
7660,6.Saúde e cuidados pessoais,2020
7661,61.Produtos farmacêuticos e óticos,2020
7662,6101.Produtos farmacêuticos,2020
7663,6101001.Anti-infeccioso e antibiótico,2020
7664,6101002.Analgésico e antitérmico,2020
7665,6101003.Anti-inflamatório e antirreumático,2020
7666,6101004.Antigripal e antitussígeno,2020
12412,6101006.Dermatológico,2020
7669,6101007.Antialérgico e broncodilatador,2020
7670,6101009.Gastroprotetor,2020
7671,6101010.Vitamina e fortificante,2020
47651,6101011.Hormonal,2020
7673,6101013.Psicotrópico e anorexígeno,2020
7674,6101014.Hipotensor e hipocolesterolêmico,2020
107659,6101051.Oftalmológico,2020
7677,6101064.Antidiabético,2020
47652,6101148.Neurológico,2020
109464,6102.Produtos óticos,2020
47653,6102012.Óculos de grau,2020
7683,62.Serviços de saúde,2020
7684,6201.Serviços médicos e dentários,2020
7685,6201002.Médico,2020
7686,6201003.Dentista,2020
